"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,104,"ISL","Iceland",112,"ISL","Iceland","ICELAND","Iceland","Lyoveldio Island",NA,"Iceland",NA,"Islande ","Islandia ","<U+0418><U+0441><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>","<U+0622><U+064A><U+0633><U+0644><U+0646><U+062F><U+0627>","<U+51B0><U+5C9B> ",NA,NA,"Iceland","IS",NA,"IC",352,"Unknown","Present",279291,101805.297,2.74338377501124,"Northern Europe","Europe",2,NA,NA,1,NA,"High income: OECD","Debt not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
