,osm_id,name,type,width,geometry,Length,NAME_1
273,37017982,,2095.5747061871366,0,"LINESTRING (865660.7299669682 7071803.389999518, 865733.8250385893 7071691.73611756, 866047.0323969324 7071436.321935459, 866166.4787462964 7071295.707739399, 866270.3351362448 7071067.454361064, 866410.6988604951 7070894.92700069, 866506.0997631671 7070665.661491888, 866568.5709751183 7070423.974770851, 866652.555076937 7070219.103486713, 866698.6806793679 7070044.158927714)",2095.5747061871366,Suðurland
274,37017983,,565.9062848193336,0,"LINESTRING (866300.5108575588 7071843.333048918, 866267.7223510772 7071607.837253765, 866166.4787462964 7071295.707739399)",565.9062848193336,Suðurland
74,25962996,,9589.974042667207,0,"LINESTRING (776984.6679104418 7223445.682745587, 777022.9561733868 7223491.453919174, 777047.0876156453 7223523.242335914, 777060.3425821452 7223552.793314878, 777031.5379889978 7223571.019251292, 777002.6148994821 7223590.466782737, 776957.8482073338 7223594.888892463, 776946.1913559287 7223640.564886328, 776924.4703826987 7223714.822948745, 776886.5958576832 7223764.200976125, 776857.7620658039 7223795.959765242, 776864.7635798868 7223839.670068341, 776857.0810118252 7223895.554374951, 776789.7866352042 7223943.406827997, 776852.1996665616 7223987.373375633, 776877.375121957 7224047.548022161, 776876.9562609673 7224131.179383003, 776885.6646237751 7224156.596588699, 776933.5165156971 7224158.602349942, 776969.3985090826 7224196.407204643, 777037.4698077764 7224285.196522824, 777123.9145844734 7224348.637033597, 777169.4484853297 7224388.568623087, 777218.4489149596 7224417.755725981, 777262.4064541573 7224421.867850505, 777320.0883633315 7224397.742122294, 777353.467479411 7224370.110500945, 777414.7485822623 7224373.381156654, 777470.9924448184 7224390.948521973, 777478.4432840488 7224429.785005715, 777520.4589041503 7224454.637322612, 777571.1687073938 7224465.53749331, 777597.5776774522 7224512.290080424, 777640.4330847471 7224554.443878602, 777696.105827996 7224578.113639924, 777720.7554021995 7224617.33040081, 777715.0050968473 7224691.8263963, 777723.2554683283 7224761.494622521, 777678.0196412106 7224823.674081097, 777589.7178219819 7224924.876950586, 777580.7103886309 7225099.916893915, 777523.1161040973 7225136.346807991, 777480.8176509215 7225180.35009918, 777440.2090264671 7225258.953715147, 777371.4760596412 7225269.727429512, 777316.5127259985 7225278.116606528, 777285.7771035701 7225317.053445206, 777276.5944774518 7225349.402954529, 777289.9530464516 7225377.700012374, 777311.3158708389 7225399.385316559, 777308.4329414719 7225443.382937045, 777313.7436367262 7225491.844943691, 777281.4820684301 7225520.801547427, 777236.6328694645 7225526.44103406, 777182.985548394 7225586.594844261, 777137.2315881033 7225641.336849234, 777116.6890497417 7225689.833208844, 777124.184708619 7225754.476043642, 777152.574362014 7225806.318199079, 777181.146207031 7225829.89867264, 777194.5812833548 7225870.504770352, 777205.6994236053 7225949.010495409, 777192.0261849414 7226003.056643392, 777170.5273026162 7226035.474782212, 777133.9292508198 7226071.387472622, 777111.2067248311 7226103.691416486, 777107.6711838837 7226141.476863892, 777124.0057558473 7226177.435466997, 777113.4887618346 7226210.870285004, 777099.2026048703 7226245.184883841, 777073.1636382549 7226273.492490418, 777050.7904838631 7226302.132023384, 777047.0278552186 7226342.349908282, 777068.2074467663 7226392.273686705, 777098.1824908904 7226427.043720795, 777101.0576154228 7226475.266268805, 777087.8393412756 7226524.425317655, 777062.5716201924 7226557.712323789, 777013.5836376031 7226581.407982213, 776972.6043240519 7226598.470022094, 776931.2496547453 7226632.706848875, 776924.3310352266 7226693.525053105, 776959.9519729682 7226733.729343006, 776986.1897468278 7226755.85811402, 777022.2988607914 7226777.678305175, 777025.2843502824 7226824.667434316, 777010.396532414 7226878.588960627, 777025.8907964426 7226936.57451018, 777044.3136002498 7226976.403542551, 777069.751074905 7227007.052039925, 777083.2152465797 7227034.126449198, 777063.0575961054 7227065.426421665, 777017.7017887858 7227102.973194803, 776965.1489195772 7227138.614724063, 776943.7688501345 7227169.80092489, 776937.5347405421 7227223.288501497, 776947.4645332077 7227288.136682874, 776929.2632772583 7227338.050962591, 776894.9730112618 7227388.913891879, 776842.4558532066 7227411.036961316, 776802.7874565672 7227440.513403673, 776768.6145340425 7227490.155960266, 776768.4798480289 7227544.213892777, 776782.5201865506 7227618.487355935, 776774.9887583266 7227699.023369042, 776770.633131847 7227783.385645634, 776760.9094077561 7227849.577175505, 776838.0258747111 7227856.789935233, 776856.6695415629 7227922.105843723, 776842.2208732995 7227963.139121599, 776839.4057549057 7228068.82137521, 776881.6968394053 7228108.104591642, 776936.3693987797 7228166.193747352, 776912.2956872024 7228234.560268863, 776869.7077065163 7228311.80468511, 776851.6622446149 7228391.334598333, 776893.1924864335 7228476.439406289, 776887.6231156276 7228535.949805942, 776851.4948317988 7228582.001370364, 776844.9438749708 7228652.007779635, 776934.6535352885 7228713.365852014, 777020.421377284 7228816.732140783, 777081.3302887328 7228921.291172862, 777160.1800484073 7228985.169668177, 777209.6884995012 7229060.418159175, 777244.3083304197 7229219.010318875, 777307.5994403253 7229260.248326694, 777355.6708081 7229275.343827311, 777353.4895921125 7229373.98406748, 777416.8889275475 7229489.37452144, 777376.1672963226 7229584.388789102, 777319.361944766 7229737.905573957, 777300.87168208 7229859.710838033, 777320.3628358331 7229953.313702362, 777378.8233779771 7230008.208535166, 777422.5038546782 7230107.600078645, 777477.8893378759 7230119.856102587, 777551.5549418484 7230200.88795977, 777628.9437147119 7230204.624431996, 777674.69326404 7230244.215019421, 777683.6643674565 7230336.822792184, 777755.5740294732 7230361.213786259, 777815.5454503454 7230437.437737048, 777895.9865853691 7230483.822251312, 777885.2479818576 7230560.449780167, 777960.5363892836 7230623.988352279, 778020.4677604088 7230710.421429231)",9589.974042667207,Vestfirðir
75,25962997,,1584.3366409408434,0,"LINESTRING (775198.9261711767 7223951.122842148, 775238.6227470508 7223972.139913545, 775276.6374118892 7223973.933554756, 775330.4143277885 7223992.797819565, 775374.4758114254 7224022.89361223, 775403.8119635098 7224062.018529761, 775427.1893406069 7224109.250222708, 775447.1232585906 7224156.173381027, 775497.9392065472 7224169.556453657, 775512.4314674129 7224200.36822543, 775522.8760292092 7224218.681849008, 775553.3274116426 7224245.767980613, 775594.6155357372 7224249.606928939, 775635.9083128418 7224253.446890508, 775671.8363857655 7224277.593094717, 775709.0477764653 7224287.989390578, 775766.1037945269 7224308.89281389, 775810.0334683952 7224321.640897737, 775872.7500200337 7224365.054478791, 775955.9897468521 7224372.803999078, 776068.3987714211 7224389.26678603, 776124.3285171405 7224400.471166209, 776211.0930217943 7224402.562437325, 776324.3311507069 7224410.127051089, 776406.5372859503 7224396.819683477, 776447.3954417199 7224376.677119512, 776512.3162072697 7224355.777394308, 776596.4646320378 7224321.693949774)",1584.3366409408434,Vestfirðir
76,25962998,,3218.329538893349,0,"LINESTRING (774607.9461441266 7223303.502860077, 774737.1880380872 7223381.42745572, 774829.9723510754 7223425.204055325, 774924.3712680079 7223451.544837864, 774995.3335930525 7223493.292394964, 775119.151776542 7223487.191000496, 775219.5287546912 7223496.507424403, 775309.5605464421 7223522.455568529, 775394.0139179344 7223561.074578174, 775395.854940413 7223635.993449855, 775433.0206335968 7223709.780145101, 775473.4184372853 7223748.712064024, 775622.1019480403 7223806.494307609, 775670.4154768925 7223854.948763329, 775707.9713243742 7223924.384577441, 775755.3759728379 7223947.750303271, 775802.0904947174 7223954.348372359, 775850.1017624952 7224019.583373916, 775886.5784981146 7224063.501129953, 775950.5893384884 7224053.696527008, 776029.925405861 7224097.102986737, 776116.7923281258 7224132.19450988, 776171.0823358165 7224202.524577572, 776216.0188414154 7224276.488055247, 776276.2821835441 7224306.865042746, 776384.5512448931 7224305.700019098, 776464.4014418711 7224295.143169792, 776528.5626042566 7224307.884761336, 776596.4646320378 7224321.693949774, 776682.5902446737 7224371.769703303, 776739.9877090028 7224408.645129309, 776777.4856813222 7224441.400112242, 776828.1241414469 7224502.39562401, 776896.4782517441 7224542.538854344, 776998.4315267622 7224579.97580297, 777110.4069899011 7224539.130249658, 777195.5791599231 7224495.781358304, 777262.4064541573 7224421.867850505)",3218.329538893349,Vestfirðir
93,26168613,HrÃºtafjarÃ°arÃ¡,24104.690668332812,0,"MULTILINESTRING ((783730.947137473 7218026.664115632, 783720.815446954 7218061.970508223, 783704.2782218376 7218084.94491508, 783672.6603793418 7218094.208562599, 783622.6234562044 7218092.502655507, 783588.6830553357 7218104.616017684, 783572.5300604575 7218145.020036837, 783565.2275530142 7218189.350496541, 783572.2358942139 7218234.015748531, 783616.3177373427 7218308.823794704, 783627.1424792313 7218345.67292311, 783599.2402185726 7218412.579031903, 783580.5266484478 7218469.122280868, 783570.3703929435 7218511.118339869, 783541.7050314525 7218543.167128233, 783500.1300255065 7218592.407487424, 783470.7842357939 7218631.552742865, 783466.5761262659 7218686.398748749, 783485.0378349586 7218750.557734737, 783517.1265955253 7218779.204410654, 783553.7151027466 7218814.41095043, 783560.479106125 7218850.86122271, 783553.7535647457 7218889.094381386, 783517.6944383462 7218944.9793153, 783494.7325646116 7219003.145545855, 783458.7233171625 7219026.301751843, 783419.1392392823 7219065.489766216, 783414.3508731443 7219104.927643863, 783402.7507700622 7219140.645001202, 783385.881455746 7219156.427737872, 783377.0834307997 7219184.220629365, 783385.0080057116 7219208.510152991, 783418.3510560051 7219245.445447368, 783453.0477687367 7219268.188593922, 783493.2536373443 7219297.59920131, 783500.0170942153 7219334.038206439, 783484.7393436269 7219386.796643614, 783466.9035791786 7219434.189600574, 783442.3974619738 7219465.60434887, 783396.8301830431 7219481.707299082, 783357.1552699779 7219521.906540838, 783336.0333524947 7219560.794547363, 783342.1686421451 7219614.565483749, 783364.2027661985 7219641.210000012, 783368.8371054123 7219678.4764978, 783359.9878085293 7219738.987140518, 783348.6805706515 7219793.133329405, 783329.2034659102 7219836.279704133, 783308.5711451448 7219870.104266371, 783269.9663012478 7219899.143691453, 783246.9169699037 7219936.828294977, 783243.8729638064 7219979.480731526, 783252.6592547919 7220037.583530335, 783255.6545600502 7220070.591930334, 783220.6260114942 7220105.094171152, 783188.8351890657 7220137.843590302, 783140.0384977863 7220155.691869431, 783078.7317736903 7220165.175989847, 783050.2289414597 7220184.960674485, 783047.9601509828 7220219.506317371, 783064.3853251166 7220240.504088448, 783090.9573447515 7220262.458322461, 783113.1755849242 7220287.079379973, 783111.4852084877 7220315.550362859, 783096.4144601105 7220344.784895956, 783059.5044876386 7220366.826938107, 783023.4225756924 7220390.987866154, 783005.160196343 7220410.718068035, 783005.3553580916 7220430.168389578, 783020.0408089124 7220469.400933568, 783037.5726139585 7220489.473247032, 783036.4131538317 7220501.63360827, 783026.8991057283 7220526.288075021, 783005.9356391665 7220552.910276953, 782984.5850201747 7220583.597181049, 782972.5114851198 7220624.357724625, 782927.5917337791 7220666.07758434, 782888.365855076 7220690.970929992, 782851.0766716665 7220695.597873572, 782817.0731341532 7220708.707667468, 782808.0941212773 7220738.523586566, 782827.659202173 7220780.259603901, 782846.4965422276 7220840.32713024, 782848.4320613589 7220884.473705205, 782826.267179243 7220934.492942022, 782792.1213243736 7220981.331112998, 782755.5153788103 7221000.334257202, 782710.1137621283 7221004.178401107, 782664.5231034057 7220988.59610978, 782628.2491426796 7220971.851040339, 782591.3962833334 7220982.652075492, 782577.2971413112 7221001.760845358, 782583.922719446 7221050.432440699, 782583.01450635 7221113.716736325, 782594.7515765592 7221151.635369723, 782604.3714707827 7221211.832039363, 782618.0418005914 7221250.954727054, 782624.2792810753 7221303.679904476, 782611.3432381576 7221353.559264574, 782573.1961076069 7221388.755810023, 782501.0027289628 7221405.392449041, 782448.5612508608 7221418.800778834, 782406.6046505726 7221461.816973616, 782372.8156029984 7221515.842017926, 782362.2450026496 7221551.625653179, 782365.8763545486 7221588.760787894, 782389.6882169517 7221628.847493157, 782385.1069907428 7221666.220846082, 782363.6749492346 7221719.371136043, 782331.2407833934 7221780.663508349, 782292.8168207636 7221818.906797555, 782232.7499027925 7221826.482481742, 782199.6803875202 7221840.706142276, 782173.9062447289 7221875.044010742, 782171.069033322 7221915.642501182, 782189.6174597119 7221957.266562772, 782189.1895838688 7221994.015252739, 782161.2014733785 7222051.641516089, 782125.7792824708 7222101.400274774, 782091.3645461672 7222129.80685654, 782080.9025889218 7222186.029805836, 782079.3201457479 7222234.927961238, 782086.7656835838 7222285.704393989, 782076.9305558088 7222324.617640198, 782046.5250358374 7222364.634082727, 781990.5820868836 7222382.814068851, 781948.5878223591 7222394.151752396, 781912.3377149142 7222398.87533624, 781880.1460863345 7222425.444363407, 781885.9457517671 7222450.514089056, 781909.9439923844 7222467.104870169, 781942.195208879 7222493.669241994, 781955.9673224471 7222531.756359235, 781931.0272818285 7222589.662382872, 781894.4067811943 7222641.34839727, 781838.9120341331 7222687.150887751, 781798.7165041126 7222733.388143641, 781753.2749571996 7222802.626144322, 781707.244426019 7222856.479036855, 781657.224622692 7222941.621298231, 781652.4271262164 7223013.689910224, 781641.5365316048 7223063.731807406, 781620.6972925542 7223089.330191622, 781604.2535774722 7223122.495435418, 781617.3419908785 7223146.217364697, 781658.7193733572 7223195.082906723, 781677.7886828928 7223220.393059269, 781675.0003262786 7223249.745303914, 781649.5313738915 7223281.033196607, 781593.6140487674 7223320.657622616, 781547.9763965697 7223349.011078638, 781538.2845281059 7223375.66830809, 781552.5324037845 7223408.677725421, 781583.5728085098 7223437.163652129, 781595.3581457031 7223463.80989544, 781580.5496932734 7223479.772518457, 781545.2373952537 7223507.055740886, 781499.8810609034 7223510.917965889, 781463.5015794027 7223527.892216232, 781437.2619226689 7223545.829396413, 781431.0905635174 7223567.711171652, 781439.4002380646 7223587.897218964, 781445.1140675144 7223635.425543068, 781441.2711025384 7223675.905846817, 781423.4331921977 7223713.018125883, 781392.7540966806 7223734.612966615, 781375.6854532399 7223763.629440999, 781379.2265446272 7223801.751428305, 781377.2629148102 7223833.221367552, 781355.7045637723 7223855.682171279, 781324.1088809366 7223876.170784052, 781313.9449285055 7223907.882196606, 781339.7655975982 7223926.670712637, 781354.3534010968 7223966.860875656, 781334.4890767335 7224003.781070269, 781283.463652718 7224045.901926701, 781223.3859559428 7224118.832013742, 781203.4291098563 7224156.752537782, 781207.8348451896 7224185.767534594, 781187.0607470993 7224221.571126851, 781154.2767991417 7224265.424209375, 781143.0123646224 7224319.498944525, 781125.5981932562 7224416.883080131, 781122.3971580358 7224482.93961324, 781116.9473412067 7224583.486910216, 781109.8238746653 7224615.487021107, 781099.9517463353 7224644.156042081, 781062.9293870411 7224689.646922294, 781026.0049468718 7224734.11650397, 781004.5090690244 7224766.79316856, 781003.3252230997 7224811.593230019, 781008.9456900307 7224860.108929433, 780978.5358027208 7224911.326120744, 780936.3618251455 7224957.349230038, 780917.673389256 7225003.548722221, 780912.9184049972 7225042.911560068, 780926.7788133139 7225079.949308848, 780958.2945983824 7225124.779629046, 780988.2020625101 7225132.725636456, 781009.9626818482 7225151.116151802, 781014.075559726 7225183.151129357, 781011.306144346 7225233.919194524, 780986.1546917772 7225283.595311314, 780943.3977281114 7225314.233160702, 780884.7215050025 7225340.314212292, 780829.1934891492 7225387.100173191, 780798.1516820522 7225412.732057517, 780789.2926948045 7225441.497598112, 780806.4266506636 7225465.566520712, 780838.8470516114 7225490.076213366, 780851.0206827919 7225534.091909125, 780836.8655655684 7225575.611501088, 780792.4274733491 7225613.25190437, 780740.3304290141 7225656.274011937, 780714.7897560177 7225688.546019554, 780701.4180688841 7225743.407646209, 780702.4251930222 7225819.017586789, 780711.0322594731 7225857.596155736, 780730.7755590426 7225897.219062156, 780777.0480096824 7225958.753926617, 780785.9926128355 7226004.491681054, 780773.4784262331 7226050.245730118, 780734.5354669217 7226073.089047249, 780691.1059129623 7226089.378114412, 780666.9698156656 7226117.704394859, 780670.7465263219 7226142.546545186, 780696.4537871644 7226162.329237917, 780694.9843772925 7226210.149991631, 780685.4414476196 7226300.044594671, 780650.7171351423 7226353.890933792, 780600.2820747709 7226422.575335496, 780555.4916110417 7226485.66568966, 780519.3597590949 7226522.03352155, 780485.5390304645 7226555.550294328, 780486.4265217637 7226589.307022022, 780495.6085307153 7226621.798872042, 780506.4794432898 7226668.73786241, 780510.4622200856 7226712.98494787, 780485.1792224169 7226753.42860468, 780445.5370204163 7226794.562879809, 780391.1903996535 7226829.195253648, 780367.4961935964 7226863.683091565, 780376.7341500431 7226906.376885679, 780396.2253631337 7226937.80537539, 780383.421333158 7226965.155619093, 780353.1363379334 7227015.32329107, 780307.9759231361 7227082.448467339, 780245.5672287354 7227159.169115139, 780203.7162485176 7227202.124761355, 780173.6565815299 7227293.114047093, 780168.5858089554 7227346.689196453, 780143.9073589236 7227402.487358492, 780113.139336192 7227436.284563978, 780094.717832261 7227490.635696321, 780065.4333891773 7227573.530092998, 780045.2009055036 7227647.084165478, 780047.1185784466 7227702.329022676, 780032.5594972969 7227759.085142856, 780000.0224642539 7227800.873153045, 779933.4186342664 7227846.576742788, 779888.0120715306 7227884.089360831, 779846.1042746822 7227895.421552175, 779830.2747754565 7227922.475941577, 779836.170562028 7227946.486204478, 779850.7520652104 7227986.613143881, 779843.8952554455 7228026.752191838, 779833.1398397668 7228075.699753757, 779820.5360231898 7228101.019758949, 779788.9987550406 7228121.490519248, 779760.39546491 7228143.25862827, 779752.4324921537 7228184.301634645, 779741.3500367156 7228301.526013007, 779724.0515174411 7228354.953547185, 779672.4733236897 7228371.480050653, 779624.8454766499 7228389.411588221, 779590.6724780779 7228426.958203396, 779569.7128316024 7228475.961594151, 779555.6795426942 7228570.462922235, 779538.175038103 7228604.486499212, 779538.3645807607 7228656.496759957, 779543.8790241827 7228684.53790486, 779539.7150317071 7228717.793829477, 779516.8133498904 7228744.16971869, 779475.9277811474 7228755.590971083, 779437.9838829401 7228768.321484883, 779406.4567433789 7228788.784983969, 779401.2816028418 7228821.945425198, 779391.7768532013 7228911.765035434, 779380.6119468922 7228975.94722864, 779349.4268820896 7229003.58106468, 779303.1105826438 7229018.570040241, 779262.3463943298 7229050.398538074, 779233.4014938241 7229097.607356939, 779185.116234913 7229122.608722476, 779120.215421947 7229139.924837249, 779075.7722395509 7229145.92796832, 779042.6621781564 7229172.36321302, 779009.5766000717 7229220.202720162, 778987.0483899545 7229275.145025183, 778976.3493462505 7229312.871700802, 778958.7008618187 7229337.695822841, 778924.4907034573 7229365.047936141, 778901.8449644177 7229399.597606653, 778860.0427584315 7229442.537671849, 778838.1247046744 7229480.215260933, 778832.2547751036 7229531.641800175, 778814.1220601916 7229594.125647972, 778776.5833400255 7229656.83062515, 778740.3199988196 7229695.184484893, 778724.860981313 7229783.400692423, 778700.0702749989 7229829.973760248, 778670.1491569808 7229898.484551695, 778640.9910225619 7229958.910214096, 778588.8629845858 7230014.11282595, 778571.5322629943 7230057.310850243, 778522.7243056069 7230109.768168277, 778456.0690086721 7230167.682701053, 778408.4056590302 7230208.024784292, 778364.1604599105 7230244.610750292, 778296.6345187081 7230257.604575, 778244.5035360563 7230258.815817684, 778210.1166794272 7230288.174494727, 778182.0775642409 7230347.688915276, 778153.6270814537 7230422.436859339, 778153.0065404808 7230504.890276886, 778161.8070338444 7230573.966527413, 778144.7607514183 7230646.728572688, 778095.5645856517 7230681.831994613, 778020.4677604088 7230710.421429231, 777994.4634404224 7230737.511345041, 777989.273480247 7230781.842054009, 777966.4158632732 7230894.787102119, 777940.9426920929 7230959.619789728, 777909.1825777527 7231037.09416162, 777858.5013403397 7231142.325292917, 777833.1276306391 7231206.136990589, 777817.5150397441 7231263.740229381, 777792.9265425398 7231373.452909839, 777776.4721255153 7231406.091573063, 777757.6778485565 7231430.499045964, 777732.2338096406 7231453.318025258, 777718.9101152157 7231491.819833864, 777716.9184983186 7231543.980659637, 777733.8715096568 7231580.476430631, 777760.9830727354 7231674.163375923, 777750.2738725033 7231715.812793685, 777717.374992045 7231745.6844986, 777698.5490808366 7231780.755917901, 777679.0583705527 7231833.210531967, 777648.9274007722 7231874.973302001, 777613.7499650978 7231908.508522969, 777566.3032005712 7231948.644949676, 777528.0254786171 7231994.483654666, 777486.8963588926 7232029.399379816, 777481.1196288876 7232059.87101007, 777478.5605639393 7232128.460221272, 777484.2692937666 7232181.344112949, 777472.6055087072 7232222.893110571, 777436.1044077532 7232260.171023985, 777388.847772208 7232267.374776565, 777350.6417466267 7232291.888394418, 777330.1691402372 7232323.893565424, 777312.1288727352 7232391.981559766, 777284.0552909969 7232484.337831121, 777274.4031335274 7232556.115286225, 777270.6451629656 7232616.826989615, 777281.2264784919 7232679.848411194, 777298.5958423137 7232722.17385943, 777334.9668418253 7232758.541352199, 777358.1060799566 7232801.420315214, 777355.2522486646 7232821.499754655, 777344.849312018 7232849.59860386, 777311.7280184946 7232871.687428586, 777274.5467553122 7232905.989260157, 777235.9880962626 7232934.347028241, 777197.8159708404 7232979.223284271, 777172.4829915562 7233032.072408443, 777142.9412001184 7233088.414614792, 777137.5904597181 7233155.744273521, 777149.5560968309 7233193.685149616, 777147.6313228559 7233224.507271961, 777127.9455784648 7233258.514015147, 777099.5515872102 7233313.014508809, 777048.2260299774 7233374.091736369, 777015.022644653 7233428.141514614, 776998.3493090167 7233481.803887837, 776998.5027968388 7233521.537965854, 777038.79385293 7233557.295672473, 777047.5334907381 7233569.521862871, 777049.7574957658 7233573.394406911, 777057.3202304314 7233604.098389032, 777039.5713865135 7233647.732484004, 777007.568162246 7233674.219712791, 776981.5395205945 7233720.920300907, 776958.4972426107 7233777.716261185, 776962.464786741 7233819.365564431, 776989.8359443122 7233863.210676796, 777035.4916685002 7233900.906441935, 777108.9446887574 7233956.943344079, 777137.1713403258 7234012.65767458, 777148.9315483491 7234055.03920569, 777127.354805923 7234096.251694786, 777114.6113086832 7234148.119877316, 777106.263670573 7234216.120674244, 777082.2463663025 7234304.263941994, 777070.4805328954 7234387.663781599, 777071.4533933869 7234482.085827155, 777085.6525689575 7234603.284761343, 777125.0808047029 7234644.320358754, 777156.1590929489 7234690.477216084, 777170.9034707703 7234742.943562513, 777198.9917002937 7234841.862726784, 777220.3100095601 7234949.97282974, 777243.5777352261 7235058.2552758, 777277.3494167352 7235109.182020824), (777358.0423063851 7235641.718543936, 777334.0384275498 7235707.203809243, 777303.2661400572 7235741.633705666, 777285.2315424692 7235787.076452011, 777279.5572739826 7235847.440439383, 777254.3809768963 7235968.818228768, 777250.475317772 7236031.298074524, 777248.1484411834 7236097.859169386, 777236.6928367517 7236136.065919161, 777269.2163252053 7236166.619521868, 777303.50528664 7236199.311580375, 777305.6267358919 7236260.386184838, 777273.5779084202 7236308.443917204, 777255.6611848702 7236373.528216714, 777266.3128626139 7236427.561448498, 777299.684459108 7236469.971713655, 777373.0647124021 7236525.971916092, 777467.1479983333 7236591.765544386, 777544.971316635 7236642.295046447, 777613.1102751966 7236670.312160348, 777650.3975629776 7236698.70886702, 777690.2530598884 7236736.769577024), (777814.3099524511 7237851.695279799, 777787.5223756784 7237886.363453047, 777737.6991347994 7237956.259464178, 777682.6488875411 7237998.189002007, 777639.773088525 7238070.701677407, 777686.1780260375 7238169.285173614, 777733.386943253 7238252.247367088, 777755.5194794936 7238309.282739853, 777807.2348540734 7238365.196681225, 777866.0053784163 7238429.609381774, 777884.0569349339 7238488.233448317, 777871.3147462083 7238540.020543662, 777779.2444611085 7238641.238168871, 777737.544984821 7238666.75388121, 777646.2425497491 7238697.388477002, 777565.5218159591 7238740.810141585, 777478.0308384653 7238856.192728291, 777414.6479018581 7238952.850038111))",33347.76577378145,Vestfirðir
94,26247907,,1871.2331657475102,0,"LINESTRING (669938.3354122071 7340019.914969529, 669994.1945077622 7340124.137481213, 669926.7024454961 7340213.169953499, 669911.0580512506 7340344.097265614, 669821.289518339 7340416.274944754, 669823.4441060082 7340509.489060749, 669935.3213929419 7340586.02773199, 669967.4913476628 7340696.554510174, 670070.2163976801 7340795.827845671, 670114.5938502651 7340961.370945831, 670253.9303560706 7341225.706249068, 670349.6284101775 7341440.866757272, 670299.4914909615 7341499.871293561, 670248.4191384023 7341574.336284618, 670275.5731989387 7341594.8792258)",1920.9651823571799,Vestfirðir
95,26248070,,3065.632624359967,0,"LINESTRING (673955.9884024222 7330245.6600079, 673958.2211696191 7330082.280486607, 673916.8579091474 7329994.080200368, 673857.8990425474 7329811.364019381, 673854.1046052007 7329491.830246582, 673934.6369684775 7329450.038557877, 673998.6848883812 7329422.810493829, 674083.0322029087 7329318.942363688, 673915.4684074132 7328872.451785133, 673824.613990891 7328827.939289582, 673846.3358234734 7328727.990783493, 673776.2443310947 7328599.057323571, 673723.7557417593 7328564.674501626, 673677.442848758 7328429.391636441, 673620.0269531882 7328347.968711947, 673557.683855 7328219.493999252, 673587.1725789584 7328119.996780573, 673502.6341481606 7328099.242262525, 673413.1723755348 7328031.43784741, 673379.5317821335 7327943.665369141, 673349.6824434241 7327793.789732196, 673281.4402197081 7327633.761597412)",3065.632624359967,Vestfirðir
96,26248102,,2147.6460750831266,0,"LINESTRING (677670.7082326859 7321569.434687515, 677629.7981182877 7321473.145262531, 677382.4081958703 7321176.486522158, 677267.4511143748 7321013.081150288, 677240.6122562027 7320816.087490422, 677205.4903427586 7320626.376912778, 677098.819574005 7320580.669380902, 677031.5467247643 7320404.580502611, 676887.7845626913 7320200.2791628, 676856.8674223693 7319690.368797814)",2147.6460750831266,Vestfirðir
97,26248130,HattardalsÃ¡,3866.2368760836607,0,"LINESTRING (679669.9950314986 7321984.002115551, 679628.7393755969 7321770.498229948, 679630.2816139819 7321622.17561039, 679655.1941132458 7321475.317328766, 679711.6925344229 7321447.63462284, 679766.7862077232 7321318.302828536, 679764.4060248382 7321232.210787466, 679688.9580303178 7321188.374312507, 679632.0350899727 7321098.83928737, 679626.7646290506 7320934.422641174, 679748.0625527068 7320871.758903156, 679770.5264917971 7320763.784298996, 679758.4557056618 7320583.28439222, 679770.1819809453 7320521.512878081, 679840.8824236203 7320393.122220214, 679913.060149185 7320241.374367314, 679937.0142477066 7320110.020367545, 680010.192497235 7319942.684164502, 680040.4632940353 7319835.159527931, 679992.3013923401 7319730.497280682, 680037.3445341308 7319389.376194428, 679949.777611637 7319164.920896418, 679870.9025813781 7319050.47846477, 679945.0829405139 7318867.504781583, 679962.795298785 7318587.112794627, 679933.1532343361 7318436.653053055)",3866.2368760836607,Vestfirðir
